Unnamed: 0,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
22689,2022-08-15,S005,P0010,Groceries,North,752,213,866,73.47,20,Cloudy,1,88.66,Summer,0,260
22730,2022-08-16,S002,P0011,Groceries,South,708,335,804,132.22,15,Sunny,1,148.74,Summer,0,290
22732,2022-08-16,S002,P0013,Groceries,South,519,304,855,32.3,15,Sunny,1,32.18,Summer,0,288
22739,2022-08-16,S002,P0020,Furniture,South,287,198,563,158.84,15,Sunny,1,187.08,Summer,0,198
22746,2022-08-16,S003,P0007,Groceries,East,752,204,719,16.06,25,Rainy,1,14.54,Summer,0,173
22792,2022-08-16,S005,P0013,Groceries,North,577,222,850,97.61,15,Cloudy,1,94.11,Summer,0,239
22815,2022-08-17,S001,P0016,Groceries,North,410,285,805,53.65,20,Cloudy,1,47.85,Summer,0,292
22853,2022-08-17,S003,P0014,Groceries,East,581,198,889,148.96,0,Cloudy,0,168.88,Summer,0,270
22854,2022-08-17,S003,P0015,Groceries,East,436,268,1028,136.82,10,Cloudy,1,163.97,Summer,0,265
23044,2022-08-19,S003,P0005,Toys,East,584,202,806,22.52,25,Cloudy,1,20.1,Summer,0,172
23143,2022-08-20,S003,P0004,Groceries,East,711,261,627,28.32,15,Sunny,1,30.37,Summer,0,232
23188,2022-08-20,S005,P0009,Groceries,North,293,243,974,153.84,15,Cloudy,1,130.87,Summer,0,338
23246,2022-08-21,S003,P0007,Groceries,East,821,214,787,20.04,15,Cloudy,1,21.97,Summer,0,233
23322,2022-08-22,S002,P0003,Groceries,South,591,245,635,113.08,5,Sunny,0,130.51,Summer,0,240
23328,2022-08-22,S002,P0009,Groceries,South,346,219,763,87.9,25,Sunny,1,83.75,Summer,0,336
23330,2022-08-22,S002,P0011,Groceries,South,520,308,937,115.62,25,Sunny,1,136.59,Summer,0,285
23354,2022-08-22,S003,P0015,Groceries,East,878,260,1020,130.5,5,Sunny,0,145.26,Summer,0,219
23466,2022-08-23,S004,P0007,Groceries,West,700,216,902,34.22,15,Cloudy,1,32.35,Summer,0,198
23480,2022-08-23,S005,P0001,Groceries,North,423,239,622,15.49,20,Cloudy,1,16.4,Summer,0,283
23610,2022-08-25,S001,P0011,Furniture,North,387,133,394,221.73,0,Sunny,0,260.6,Summer,0,177
23680,2022-08-25,S005,P0001,Groceries,North,741,306,0,13.77,25,Sunny,1,15.3,Summer,0,258
23684,2022-08-25,S005,P0005,Groceries,North,414,350,680,28.21,10,Sunny,1,24.57,Summer,0,347
23689,2022-08-25,S005,P0010,Groceries,North,390,225,831,67.51,25,Sunny,1,71.89,Summer,0,251
23730,2022-08-26,S002,P0011,Groceries,South,789,209,641,115.51,20,Rainy,1,136.46,Summer,0,254
23754,2022-08-26,S003,P0015,Groceries,East,1281,265,0,121.06,15,Cloudy,1,144.07,Summer,0,235
23788,2022-08-26,S005,P0009,Groceries,North,1042,312,0,118.84,25,Rainy,1,107.46,Summer,0,270
23892,2022-08-27,S005,P0013,Groceries,North,205,205,1000,104.76,25,Sunny,1,89.59,Summer,0,335
23960,2022-08-28,S004,P0001,Groceries,West,689,189,866,13.15,20,Sunny,1,12.19,Summer,0,221
23962,2022-08-28,S004,P0003,Furniture,West,288,183,726,153.43,25,Sunny,1,172.19,Summer,0,204
24190,2022-08-30,S005,P0011,Electronics,North,628,219,860,109.35,0,Cloudy,0,95.18,Summer,0,182
24354,2022-09-01,S003,P0015,Groceries,East,428,209,923,125.0,10,Snowy,1,145.23,Autumn,0,224
24369,2022-09-01,S004,P0010,Groceries,West,632,219,853,30.61,15,Sunny,1,35.47,Autumn,0,215
24446,2022-09-02,S003,P0007,Groceries,East,753,143,680,16.53,25,Snowy,1,18.57,Autumn,0,205
24502,2022-09-03,S001,P0003,Clothing,North,583,341,1301,68.02,25,Sunny,1,77.16,Autumn,0,290
24606,2022-09-04,S001,P0007,Groceries,North,552,168,1204,30.23,20,Cloudy,1,32.45,Autumn,0,256
24731,2022-09-05,S002,P0012,Electronics,South,989,263,973,95.22,10,Sunny,1,88.98,Autumn,0,233
24860,2022-09-06,S004,P0001,Groceries,West,460,196,715,10.48,25,Sunny,1,12.25,Autumn,0,176
25060,2022-09-08,S004,P0001,Groceries,West,127,127,829,14.33,15,Sunny,1,12.56,Autumn,0,232
25170,2022-09-09,S004,P0011,Clothing,West,723,216,934,69.84,20,Sunny,1,78.55,Autumn,0,234
25353,2022-09-11,S003,P0014,Groceries,East,224,224,900,107.1,25,Cloudy,1,125.89,Autumn,0,250
25563,2022-09-13,S004,P0004,Groceries,West,543,244,753,69.89,15,Sunny,1,77.86,Autumn,0,258
25750,2022-09-15,S003,P0011,Electronics,East,275,213,461,158.05,15,Sunny,1,181.87,Autumn,0,246
25753,2022-09-15,S003,P0014,Groceries,East,1196,260,0,106.71,25,Sunny,1,120.64,Autumn,0,248
25846,2022-09-16,S003,P0007,Groceries,East,889,241,677,18.77,15,Sunny,1,21.19,Autumn,0,206
25969,2022-09-17,S004,P0010,Groceries,West,1020,263,0,28.79,25,Cloudy,1,28.77,Autumn,0,221
26060,2022-09-18,S004,P0001,Groceries,West,686,232,957,12.98,20,Sunny,1,12.29,Autumn,0,216
26066,2022-09-18,S004,P0007,Groceries,West,545,305,877,40.7,10,Sunny,1,43.2,Autumn,0,272
26652,2022-09-24,S003,P0013,Groceries,East,697,289,1007,103.12,10,Sunny,0,115.86,Autumn,0,271
26720,2022-09-25,S002,P0001,Groceries,South,444,228,736,90.27,25,Snowy,1,97.18,Autumn,0,245
26809,2022-09-26,S001,P0010,Furniture,North,519,197,724,142.06,20,Sunny,1,156.79,Autumn,0,182
26841,2022-09-26,S003,P0002,Groceries,East,301,301,1027,83.27,20,Sunny,1,79.69,Autumn,0,327
26843,2022-09-26,S003,P0004,Groceries,East,287,277,687,27.33,25,Sunny,1,27.15,Autumn,0,249
26860,2022-09-26,S004,P0001,Groceries,West,704,207,851,11.22,25,Rainy,1,9.79,Autumn,0,183
27402,2022-10-02,S001,P0003,Clothing,North,850,274,1135,68.98,15,Sunny,1,81.48,Autumn,0,238
27472,2022-10-02,S004,P0013,Groceries,West,311,297,911,27.05,20,Rainy,1,26.17,Autumn,0,268
27646,2022-10-04,S003,P0007,Groceries,East,834,141,810,20.68,5,Cloudy,0,23.36,Autumn,0,200
28166,2022-10-09,S004,P0007,Groceries,West,574,215,825,38.36,0,Sunny,0,35.15,Autumn,0,179
28243,2022-10-10,S003,P0004,Groceries,East,642,219,796,29.18,15,Sunny,1,31.22,Autumn,0,245
28446,2022-10-12,S003,P0007,Groceries,East,686,162,783,15.61,25,Sunny,1,17.03,Autumn,0,182
29066,2022-10-18,S004,P0007,Groceries,West,532,214,752,31.68,25,Sunny,1,29.9,Autumn,0,218
29254,2022-10-20,S003,P0015,Groceries,East,662,184,757,122.8,5,Cloudy,0,142.58,Autumn,0,194
29304,2022-10-21,S001,P0005,Groceries,North,624,223,857,62.02,25,Rainy,1,60.28,Autumn,0,196
29506,2022-10-23,S001,P0007,Groceries,North,371,289,924,29.73,25,Sunny,1,25.44,Autumn,0,254
29691,2022-10-24,S005,P0012,Furniture,North,446,186,862,135.27,25,Sunny,1,154.54,Autumn,0,185
30080,2022-10-28,S005,P0001,Groceries,North,289,289,492,15.5,20,Sunny,1,16.71,Autumn,0,283
30706,2022-11-04,S001,P0007,Groceries,North,816,187,826,32.91,5,Sunny,0,35.29,Autumn,0,217
30843,2022-11-05,S003,P0004,Groceries,East,1053,249,0,29.66,15,Cloudy,1,29.41,Autumn,0,229
30920,2022-11-06,S002,P0001,Groceries,South,521,222,675,99.18,15,Cloudy,1,109.78,Autumn,0,231
31355,2022-11-10,S003,P0016,Electronics,East,278,278,646,120.4,25,Sunny,1,133.79,Autumn,0,276
31363,2022-11-10,S004,P0004,Groceries,West,706,233,722,72.13,10,Sunny,1,82.71,Autumn,0,247
31502,2022-11-12,S001,P0003,Clothing,North,775,185,984,59.42,25,Sunny,1,67.08,Autumn,0,227
31506,2022-11-12,S001,P0007,Groceries,North,850,224,783,31.83,10,Sunny,0,30.99,Autumn,0,205
31560,2022-11-12,S004,P0001,Groceries,West,398,228,988,12.24,20,Rainy,1,14.2,Autumn,0,213
31853,2022-11-15,S003,P0014,Groceries,East,126,126,784,129.34,20,Sunny,1,128.61,Autumn,0,284
31893,2022-11-15,S005,P0014,Furniture,North,169,169,577,182.63,25,Cloudy,1,179.09,Autumn,0,185
32033,2022-11-17,S002,P0014,Electronics,South,807,130,886,149.89,10,Rainy,1,179.98,Autumn,0,195
32053,2022-11-17,S003,P0014,Groceries,East,520,337,0,121.48,25,Sunny,1,134.88,Autumn,0,311
32193,2022-11-18,S005,P0014,Furniture,North,685,125,0,192.06,20,Cloudy,1,202.24,Autumn,0,200
32546,2022-11-22,S003,P0007,Groceries,East,786,151,1029,21.59,10,Cloudy,1,21.3,Autumn,0,219
32660,2022-11-23,S004,P0001,Groceries,West,561,192,757,14.12,10,Sunny,1,16.77,Autumn,0,223
32672,2022-11-23,S004,P0013,Groceries,West,351,299,872,25.01,25,Sunny,1,22.66,Autumn,0,262
32926,2022-11-26,S002,P0007,Toys,South,457,248,714,35.52,15,Cloudy,1,30.6,Autumn,0,213
32946,2022-11-26,S003,P0007,Groceries,East,1397,302,0,19.94,25,Sunny,1,23.97,Autumn,0,289
33160,2022-11-28,S004,P0001,Groceries,West,712,207,797,15.44,0,Sunny,0,13.52,Autumn,0,195
33669,2022-12-03,S004,P0010,Groceries,West,672,208,769,27.16,25,Sunny,1,26.78,Winter,0,196
33702,2022-12-04,S001,P0003,Clothing,North,691,230,965,75.96,0,Cloudy,0,80.65,Winter,0,209
34159,2022-12-08,S003,P0020,Clothing,East,652,231,973,96.35,10,Cloudy,1,84.35,Winter,0,206
34180,2022-12-08,S005,P0001,Groceries,North,376,262,473,17.16,15,Sunny,1,16.07,Winter,0,278
34232,2022-12-09,S002,P0013,Groceries,South,339,220,772,30.94,10,Cloudy,1,34.95,Winter,0,264
34260,2022-12-09,S004,P0001,Groceries,West,577,168,741,10.83,25,Sunny,1,10.4,Winter,0,169
34266,2022-12-09,S004,P0007,Groceries,West,225,225,853,33.68,20,Sunny,1,28.62,Winter,0,217
34704,2022-12-14,S001,P0005,Groceries,North,889,248,844,76.87,10,Sunny,0,65.49,Winter,0,210
34757,2022-12-14,S003,P0018,Furniture,East,546,162,536,176.38,0,Sunny,0,172.47,Winter,0,143
34913,2022-12-16,S001,P0014,Groceries,North,605,283,762,90.65,20,Cloudy,1,86.33,Winter,0,243
35019,2022-12-17,S001,P0020,Furniture,North,240,205,837,121.99,25,Cloudy,1,132.65,Winter,0,176
35066,2022-12-17,S004,P0007,Groceries,West,837,216,931,33.15,20,Sunny,1,30.27,Winter,0,210
35069,2022-12-17,S004,P0010,Groceries,West,615,169,1002,31.2,25,Sunny,1,26.7,Winter,0,256
35104,2022-12-18,S001,P0005,Groceries,North,1038,233,919,68.35,25,Sunny,1,77.31,Winter,0,261
35106,2022-12-18,S001,P0007,Groceries,North,1151,339,1091,32.06,20,Sunny,1,37.76,Winter,0,284
35124,2022-12-18,S002,P0005,Electronics,South,423,248,800,108.41,20,Sunny,1,114.22,Winter,0,234
35192,2022-12-18,S005,P0013,Groceries,North,396,200,918,94.86,25,Sunny,1,94.59,Winter,0,284
35268,2022-12-19,S004,P0009,Clothing,West,297,223,776,170.7,20,Sunny,1,160.31,Winter,0,322
35272,2022-12-19,S004,P0013,Groceries,West,472,244,675,25.72,10,Sunny,1,27.73,Winter,0,216
35772,2022-12-24,S004,P0013,Groceries,West,406,168,747,22.54,25,Snowy,1,19.98,Winter,0,216
35919,2022-12-26,S001,P0020,Furniture,North,660,209,608,138.78,15,Sunny,1,157.76,Winter,0,178
35934,2022-12-26,S002,P0015,Clothing,South,849,196,1019,76.47,20,Cloudy,1,87.12,Winter,0,213
35960,2022-12-26,S004,P0001,Groceries,West,215,192,727,12.55,15,Cloudy,1,11.24,Winter,0,178
35963,2022-12-26,S004,P0004,Groceries,West,342,289,899,69.28,15,Cloudy,1,76.7,Winter,0,254
36023,2022-12-27,S002,P0004,Groceries,South,378,204,788,44.9,25,Snowy,1,47.74,Winter,0,225
36169,2022-12-28,S004,P0010,Groceries,West,285,285,1366,38.31,10,Sunny,1,43.34,Winter,0,292
36172,2022-12-28,S004,P0013,Groceries,West,677,289,731,24.56,20,Sunny,1,27.26,Winter,0,247
36193,2022-12-28,S005,P0014,Furniture,North,74,74,512,217.9,0,Sunny,0,258.8,Winter,0,163
37069,2023-01-06,S004,P0010,Groceries,West,1623,218,0,28.94,20,Cloudy,1,33.41,Winter,0,217
37136,2023-01-07,S002,P0017,Toys,South,187,187,760,24.54,20,Sunny,1,26.07,Winter,0,234
37560,2023-01-11,S004,P0001,Groceries,West,823,244,936,12.46,25,Snowy,1,10.68,Winter,0,226
37666,2023-01-12,S004,P0007,Groceries,West,307,236,1165,36.36,20,Cloudy,1,33.75,Winter,0,250
37841,2023-01-14,S003,P0002,Groceries,East,355,248,771,61.92,25,Sunny,1,54.32,Winter,0,217
37844,2023-01-14,S003,P0005,Toys,East,601,210,843,29.38,5,Sunny,0,34.48,Winter,0,204
38024,2023-01-16,S002,P0005,Electronics,South,686,135,921,126.41,0,Sunny,0,137.1,Winter,0,205
38152,2023-01-17,S003,P0013,Groceries,East,780,194,867,98.08,0,Sunny,0,94.62,Winter,0,182
38324,2023-01-19,S002,P0005,Electronics,South,358,210,1223,125.99,25,Sunny,1,142.93,Winter,0,339
38406,2023-01-20,S001,P0007,Groceries,North,740,221,871,28.77,20,Cloudy,1,27.71,Winter,0,212
38602,2023-01-22,S001,P0003,Clothing,North,403,352,1251,72.55,25,Sunny,1,65.74,Winter,0,296
38738,2023-01-23,S002,P0019,Clothing,South,1001,245,915,114.5,15,Cloudy,1,105.4,Winter,0,234
39568,2023-01-31,S004,P0009,Clothing,West,367,154,623,148.3,10,Sunny,0,167.19,Winter,1,224
39759,2023-02-02,S003,P0020,Clothing,East,615,232,949,95.26,10,Sunny,0,88.11,Winter,1,201
39780,2023-02-02,S005,P0001,Groceries,North,15,15,302,10.56,25,Cloudy,1,9.08,Winter,1,132
39902,2023-02-04,S001,P0003,Clothing,North,377,230,909,74.55,15,Cloudy,1,72.77,Winter,1,249
39947,2023-02-04,S003,P0008,Clothing,East,152,152,497,142.19,15,Cloudy,1,157.75,Winter,1,229
39966,2023-02-04,S004,P0007,Groceries,West,518,177,577,27.67,25,Cloudy,1,23.59,Winter,1,165
40068,2023-02-05,S004,P0009,Clothing,West,380,177,663,119.22,25,Snowy,1,103.92,Winter,1,188
40108,2023-02-06,S001,P0009,Clothing,North,151,151,295,121.04,10,Sunny,0,139.71,Winter,1,247
40434,2023-02-09,S002,P0015,Clothing,South,168,168,947,74.19,25,Cloudy,1,66.77,Winter,1,206
40502,2023-02-10,S001,P0003,Clothing,North,1023,217,0,77.49,0,Sunny,0,67.67,Winter,1,196
40732,2023-02-12,S002,P0013,Groceries,South,336,173,561,25.51,10,Sunny,1,24.03,Winter,1,163
40754,2023-02-12,S003,P0015,Groceries,East,92,92,755,106.46,10,Cloudy,1,120.78,Winter,1,160
40802,2023-02-13,S001,P0003,Clothing,North,636,160,975,67.08,15,Sunny,1,79.69,Winter,1,225
40901,2023-02-14,S001,P0002,Clothing,North,235,235,230,74.3,25,Cloudy,1,72.11,Winter,1,228
40934,2023-02-14,S002,P0015,Clothing,South,1066,176,0,69.73,15,Sunny,1,76.98,Winter,1,154
40959,2023-02-14,S003,P0020,Clothing,East,37,37,816,101.91,0,Sunny,0,95.03,Winter,1,186
41134,2023-02-16,S002,P0015,Clothing,South,742,153,910,82.4,10,Cloudy,0,96.03,Winter,1,196
41234,2023-02-17,S002,P0015,Clothing,South,589,249,0,77.27,20,Sunny,1,90.2,Winter,1,218
41447,2023-02-19,S003,P0008,Clothing,East,162,162,398,156.19,0,Sunny,0,142.42,Winter,1,180
41468,2023-02-19,S004,P0009,Clothing,West,367,120,525,149.98,5,Sunny,0,135.86,Winter,1,185
41470,2023-02-19,S004,P0011,Clothing,West,709,194,590,68.37,15,Sunny,1,61.9,Winter,1,179
41638,2023-02-21,S002,P0019,Clothing,South,324,159,699,108.01,10,Cloudy,0,98.94,Winter,1,186
41685,2023-02-21,S005,P0006,Groceries,North,580,155,776,65.75,10,Sunny,1,77.15,Winter,1,167
41747,2023-02-22,S003,P0008,Clothing,East,343,152,347,137.89,10,Sunny,1,147.11,Winter,1,193
42006,2023-02-25,S001,P0007,Groceries,North,389,150,724,24.55,20,Cloudy,1,23.15,Winter,1,151
42070,2023-02-25,S004,P0011,Clothing,West,639,178,789,69.72,10,Snowy,0,67.37,Winter,1,165
42466,2023-03-01,S004,P0007,Groceries,West,357,206,808,32.7,25,Cloudy,1,31.2,Spring,0,232
42589,2023-03-02,S005,P0010,Groceries,North,519,322,669,70.62,25,Sunny,1,79.77,Spring,0,272
42654,2023-03-03,S003,P0015,Groceries,East,229,229,761,103.53,20,Cloudy,1,112.31,Spring,0,195
42693,2023-03-03,S005,P0014,Furniture,North,375,180,485,186.69,20,Sunny,1,159.99,Spring,0,169
42760,2023-03-04,S004,P0001,Groceries,West,0,0,1016,13.5,15,Cloudy,1,15.3,Spring,0,229
42919,2023-03-06,S001,P0020,Furniture,North,406,191,788,124.35,25,Cloudy,1,112.54,Spring,0,164
43215,2023-03-09,S001,P0016,Groceries,North,476,285,826,53.47,15,Sunny,1,50.94,Spring,0,261
43302,2023-03-10,S001,P0003,Clothing,North,634,213,792,54.12,25,Cloudy,1,59.47,Spring,0,189
43444,2023-03-11,S003,P0005,Toys,East,769,170,693,22.66,25,Sunny,1,24.24,Spring,0,195
43526,2023-03-12,S002,P0007,Toys,South,199,199,738,43.05,10,Rainy,1,38.68,Spring,0,273
43530,2023-03-12,S002,P0011,Groceries,South,296,188,698,111.05,20,Rainy,1,131.64,Spring,0,236
43561,2023-03-12,S004,P0002,Groceries,West,446,238,438,21.56,25,Sunny,1,23.38,Spring,0,224
43595,2023-03-12,S005,P0016,Toys,North,604,251,689,42.73,15,Rainy,1,48.91,Spring,0,226
43772,2023-03-14,S004,P0013,Groceries,West,792,227,759,27.24,15,Sunny,1,32.09,Spring,0,267
43832,2023-03-15,S002,P0013,Groceries,South,584,208,765,28.36,20,Sunny,1,24.8,Spring,0,255
43852,2023-03-15,S003,P0013,Groceries,East,12,12,1247,92.27,20,Sunny,1,107.31,Spring,0,275
43888,2023-03-15,S005,P0009,Groceries,North,418,278,628,117.91,20,Cloudy,1,125.04,Spring,0,261
43906,2023-03-16,S001,P0007,Groceries,North,635,220,858,30.48,5,Cloudy,0,32.89,Spring,0,186
43930,2023-03-16,S002,P0011,Groceries,South,912,244,0,101.64,25,Cloudy,1,87.09,Spring,0,204
43961,2023-03-16,S004,P0002,Groceries,West,266,250,578,25.05,20,Sunny,1,28.58,Spring,0,262
44226,2023-03-19,S002,P0007,Toys,South,673,233,672,32.36,20,Sunny,1,29.66,Spring,0,199
44352,2023-03-20,S003,P0013,Groceries,East,1381,198,0,77.01,25,Sunny,1,84.88,Spring,0,222
44595,2023-03-22,S005,P0016,Toys,North,343,264,624,38.35,25,Sunny,1,45.65,Spring,0,233
44726,2023-03-24,S002,P0007,Toys,South,675,224,857,32.35,25,Cloudy,1,36.69,Spring,0,249
44760,2023-03-24,S004,P0001,Groceries,West,461,175,1006,12.44,25,Sunny,1,11.62,Spring,0,225
44772,2023-03-24,S004,P0013,Groceries,West,374,201,699,28.17,5,Sunny,0,30.07,Spring,0,232
44830,2023-03-25,S002,P0011,Groceries,South,353,163,724,123.64,10,Sunny,1,141.65,Spring,0,232
45554,2023-04-01,S003,P0015,Groceries,East,464,259,1105,140.0,10,Cloudy,1,119.86,Spring,0,251
45944,2023-04-05,S003,P0005,Toys,East,799,251,763,28.38,10,Cloudy,1,33.91,Spring,0,212
46006,2023-04-06,S001,P0007,Groceries,North,766,191,720,24.21,25,Cloudy,1,27.48,Spring,0,189
46093,2023-04-06,S005,P0014,Furniture,North,14,14,365,198.98,0,Cloudy,0,231.48,Spring,0,131
46247,2023-04-08,S003,P0008,Clothing,East,226,226,413,130.45,25,Sunny,1,146.45,Spring,0,247
46347,2023-04-09,S003,P0008,Clothing,East,0,0,392,150.2,10,Rainy,1,149.77,Spring,0,207
46443,2023-04-10,S003,P0004,Groceries,East,154,154,718,29.77,20,Sunny,1,34.75,Spring,0,283
46495,2023-04-10,S005,P0016,Toys,North,410,294,762,49.12,10,Cloudy,1,54.36,Spring,0,262
46506,2023-04-11,S001,P0007,Groceries,North,875,155,945,30.86,15,Rainy,1,37.28,Spring,0,238
46566,2023-04-11,S004,P0007,Groceries,West,609,217,772,37.87,10,Cloudy,1,33.79,Spring,0,216
46569,2023-04-11,S004,P0010,Groceries,West,758,128,817,25.39,25,Cloudy,1,28.01,Spring,0,190
46660,2023-04-12,S004,P0001,Groceries,West,620,136,625,13.89,0,Sunny,0,12.73,Spring,1,155
46838,2023-04-14,S002,P0019,Clothing,South,130,130,728,111.53,10,Sunny,1,99.77,Spring,1,199
46920,2023-04-15,S002,P0001,Groceries,South,327,192,454,80.7,25,Rainy,1,74.04,Spring,1,177
46924,2023-04-15,S002,P0005,Electronics,South,1270,4,0,54.85,15,Rainy,1,65.82,Spring,1,4
46947,2023-04-15,S003,P0008,Clothing,East,195,118,299,147.7,0,Rainy,0,146.94,Spring,1,159
47047,2023-04-16,S003,P0008,Clothing,East,77,77,341,151.96,0,Sunny,0,142.48,Spring,1,170
47447,2023-04-20,S003,P0008,Clothing,East,275,148,392,122.26,25,Cloudy,1,115.99,Spring,1,197
47560,2023-04-21,S004,P0001,Groceries,West,516,140,635,12.44,10,Sunny,1,13.73,Spring,1,172
47702,2023-04-23,S001,P0003,Clothing,North,276,229,848,57.83,25,Sunny,1,50.53,Spring,1,195
48038,2023-04-26,S002,P0019,Clothing,South,146,146,942,97.65,25,Sunny,1,117.62,Spring,1,242
48160,2023-04-27,S004,P0001,Groceries,West,575,86,508,9.59,25,Cloudy,1,10.58,Spring,1,144
48538,2023-05-01,S002,P0019,Clothing,South,1116,164,0,106.99,0,Sunny,0,121.68,Spring,1,162
48566,2023-05-01,S004,P0007,Groceries,West,151,151,763,35.2,10,Sunny,1,31.6,Spring,1,187
48641,2023-05-02,S003,P0002,Groceries,East,251,147,531,49.33,25,Cloudy,1,55.86,Spring,1,149
48663,2023-05-02,S004,P0004,Groceries,West,242,194,590,51.84,25,Sunny,1,61.05,Spring,1,185
48743,2023-05-03,S003,P0004,Groceries,East,191,175,541,28.03,10,Sunny,1,24.22,Spring,1,183
48759,2023-05-03,S003,P0020,Clothing,East,554,135,662,81.64,10,Sunny,1,88.93,Spring,1,162
48901,2023-05-05,S001,P0002,Clothing,North,237,237,247,78.22,25,Cloudy,1,67.97,Spring,1,250
48902,2023-05-05,S001,P0003,Clothing,North,399,166,655,49.96,25,Cloudy,1,59.73,Spring,1,158
48968,2023-05-05,S004,P0009,Clothing,West,326,132,581,131.42,10,Rainy,1,150.17,Spring,1,175
49020,2023-05-06,S002,P0001,Groceries,South,633,178,569,102.38,10,Sunny,1,114.26,Spring,1,220
49060,2023-05-06,S004,P0001,Groceries,West,449,126,407,11.41,10,Sunny,1,10.22,Spring,1,124
49201,2023-05-08,S001,P0002,Clothing,North,120,120,272,99.64,0,Cloudy,0,113.88,Spring,1,253
49244,2023-05-08,S003,P0005,Toys,East,227,92,577,19.75,20,Sunny,1,22.41,Spring,1,122
49268,2023-05-08,S004,P0009,Clothing,West,648,200,672,126.84,20,Sunny,1,136.66,Spring,1,207
49334,2023-05-09,S002,P0015,Clothing,South,638,133,547,88.03,0,Sunny,0,78.13,Spring,1,161
49460,2023-05-10,S004,P0001,Groceries,West,566,191,895,12.64,25,Cloudy,1,11.47,Spring,1,232
49541,2023-05-11,S003,P0002,Groceries,East,533,191,720,72.38,10,Sunny,1,87.56,Spring,1,228
49546,2023-05-11,S003,P0007,Groceries,East,488,79,458,14.22,25,Sunny,1,12.32,Spring,1,130
49850,2023-05-14,S003,P0011,Electronics,East,345,171,409,167.77,10,Cloudy,0,162.44,Spring,0,225
50013,2023-05-16,S001,P0014,Groceries,North,698,265,801,82.25,20,Sunny,1,93.19,Spring,0,222
50033,2023-05-16,S002,P0014,Electronics,South,77,77,873,135.87,20,Sunny,1,125.15,Spring,0,183
50130,2023-05-17,S002,P0011,Groceries,South,663,230,700,129.38,10,Sunny,1,114.9,Spring,0,229
50269,2023-05-18,S004,P0010,Groceries,West,470,164,721,27.89,25,Cloudy,1,27.04,Spring,0,207
50288,2023-05-18,S005,P0009,Groceries,North,572,229,683,138.8,0,Sunny,0,121.5,Spring,0,212
50344,2023-05-19,S003,P0005,Toys,East,250,216,761,26.21,15,Cloudy,1,31.71,Spring,0,203
50493,2023-05-20,S005,P0014,Furniture,North,351,183,518,182.88,20,Cloudy,1,157.24,Spring,0,161
50506,2023-05-21,S001,P0007,Groceries,North,784,183,710,26.09,25,Cloudy,1,25.79,Spring,0,198
50555,2023-05-21,S003,P0016,Electronics,East,459,204,531,124.15,15,Sunny,1,142.76,Spring,0,232
50669,2023-05-22,S004,P0010,Groceries,West,721,209,603,26.51,20,Rainy,1,30.03,Spring,0,182
50804,2023-05-24,S001,P0005,Groceries,North,431,218,707,76.07,0,Sunny,0,88.87,Spring,0,184
50922,2023-05-25,S002,P0003,Groceries,South,533,260,826,113.27,10,Sunny,1,126.88,Spring,0,266
50932,2023-05-25,S002,P0013,Groceries,South,472,206,676,30.79,5,Sunny,0,28.24,Spring,0,215
51011,2023-05-26,S001,P0012,Groceries,North,257,257,594,119.73,15,Sunny,1,116.7,Spring,0,285
51085,2023-05-26,S005,P0006,Groceries,North,215,215,1008,83.21,5,Sunny,0,74.33,Spring,0,218
51206,2023-05-28,S001,P0007,Groceries,North,755,123,830,27.47,15,Cloudy,1,30.51,Spring,0,189
51432,2023-05-30,S002,P0013,Groceries,South,483,231,652,29.76,0,Sunny,0,33.23,Spring,0,201
51665,2023-06-01,S004,P0006,Groceries,West,0,0,538,49.19,10,Sunny,1,57.83,Summer,0,248
51669,2023-06-01,S004,P0010,Groceries,West,197,197,1207,33.62,15,Sunny,1,36.87,Summer,0,257
51785,2023-06-02,S005,P0006,Groceries,North,903,193,1004,78.94,5,Rainy,0,86.64,Summer,0,218
51833,2023-06-03,S002,P0014,Electronics,South,801,141,891,143.04,20,Sunny,1,132.63,Summer,0,203
51841,2023-06-03,S003,P0002,Groceries,East,377,226,608,64.37,25,Cloudy,1,56.57,Summer,0,234
51846,2023-06-03,S003,P0007,Groceries,East,676,203,888,22.98,0,Cloudy,0,19.56,Summer,0,201
51852,2023-06-03,S003,P0013,Groceries,East,1199,240,0,97.54,5,Cloudy,0,93.4,Summer,0,201
51923,2023-06-04,S002,P0004,Groceries,South,542,195,627,54.61,15,Sunny,1,48.82,Summer,0,233
51960,2023-06-04,S004,P0001,Groceries,West,708,160,746,13.15,10,Rainy,1,14.47,Summer,0,194
51986,2023-06-04,S005,P0007,Groceries,North,189,189,527,97.3,25,Sunny,1,85.21,Summer,0,249
51993,2023-06-04,S005,P0014,Furniture,North,259,105,483,197.59,15,Sunny,1,184.88,Summer,0,168
52049,2023-06-05,S003,P0010,Groceries,East,278,245,280,52.11,25,Sunny,1,51.33,Summer,0,305
52120,2023-06-06,S002,P0001,Groceries,South,498,248,903,104.87,20,Rainy,1,102.31,Summer,0,260
52132,2023-06-06,S002,P0013,Groceries,South,639,231,683,25.03,15,Rainy,1,27.19,Summer,0,197
52188,2023-06-06,S005,P0009,Groceries,North,198,198,886,119.23,25,Sunny,1,118.1,Summer,0,272
