Date,Store ID,Product ID,Demand,Forecast_RandomForest,Forecast_XGBoost,Forecast_Ensemble
2023-07-02,S002,P0001,115,113.61,111.91,112.68
2023-07-02,S001,P0008,119,118.9,120.0,119.5
2023-07-02,S002,P0017,60,59.26,59.38,59.33
2023-07-02,S003,P0006,109,109.0,108.56,108.76
2023-07-02,S003,P0008,107,106.93,106.96,106.95
2023-07-02,S005,P0019,38,38.04,39.28,38.72
2023-07-02,S004,P0012,35,35.26,34.55,34.87
2023-07-03,S005,P0003,122,121.98,121.23,121.57
2023-07-03,S004,P0019,140,139.83,140.47,140.18
2023-07-03,S004,P0006,116,115.94,117.02,116.53
2023-07-03,S004,P0016,87,88.04,87.75,87.88
2023-07-03,S004,P0015,43,41.65,42.34,42.03
2023-07-03,S004,P0010,92,92.2,89.43,90.68
2023-07-03,S005,P0008,323,335.65,336.66,336.21
2023-07-03,S005,P0019,144,143.66,144.25,143.98
2023-07-03,S002,P0004,119,119.31,118.07,118.63
2023-07-03,S002,P0010,199,200.63,197.84,199.1
2023-07-03,S003,P0008,144,141.6,144.44,143.16
2023-07-03,S002,P0005,73,73.11,69.46,71.1
2023-07-03,S001,P0020,157,157.25,157.97,157.65
2023-07-03,S005,P0010,282,281.54,268.53,274.38
2023-07-03,S001,P0015,188,187.57,188.29,187.97
2023-07-03,S001,P0002,98,98.1,98.99,98.59
2023-07-03,S002,P0001,228,224.31,227.29,225.95
2023-07-03,S002,P0009,218,220.65,221.34,221.03
2023-07-03,S002,P0008,308,300.78,303.86,302.47
2023-07-03,S002,P0006,100,100.14,98.26,99.11
2023-07-03,S001,P0009,202,198.35,201.3,199.97
2023-07-03,S005,P0002,142,141.54,140.29,140.85
2023-07-03,S004,P0020,95,97.52,96.05,96.71
2023-07-03,S004,P0003,125,124.86,124.32,124.56
2023-07-03,S003,P0019,219,217.79,218.9,218.4
2023-07-03,S003,P0014,98,101.78,99.35,100.44
2023-07-03,S005,P0020,112,111.97,113.2,112.65
2023-07-03,S001,P0011,171,171.17,168.14,169.5
2023-07-03,S004,P0008,214,208.3,210.61,209.57
2023-07-03,S001,P0016,201,199.77,200.6,200.23
2023-07-03,S005,P0006,190,191.67,190.1,190.81
2023-07-03,S001,P0003,101,97.07,97.49,97.3
2023-07-03,S004,P0012,98,97.98,98.95,98.51
2023-07-03,S001,P0004,103,103.06,104.58,103.9
2023-07-03,S003,P0018,59,59.04,59.23,59.14
2023-07-03,S001,P0017,143,141.49,143.27,142.47
2023-07-03,S001,P0013,135,134.29,135.19,134.78
2023-07-03,S002,P0011,183,182.78,179.38,180.91
2023-07-03,S002,P0013,245,247.31,250.53,249.08
2023-07-03,S005,P0012,95,101.58,97.89,99.55
2023-07-03,S004,P0013,192,190.55,187.32,188.77
2023-07-03,S001,P0008,147,146.39,146.43,146.41
2023-07-03,S001,P0007,151,150.57,152.11,151.42
2023-07-03,S003,P0006,112,112.16,111.18,111.62
2023-07-03,S001,P0012,144,143.23,146.46,145.01
2023-07-03,S003,P0009,139,138.65,136.68,137.57
2023-07-03,S003,P0007,163,162.92,162.62,162.76
2023-07-03,S005,P0011,124,115.41,119.64,117.74
2023-07-03,S002,P0018,78,77.83,78.15,78.01
2023-07-03,S004,P0005,98,91.23,92.88,92.14
2023-07-03,S005,P0015,235,241.62,239.42,240.41
2023-07-03,S002,P0017,70,70.21,71.73,71.05
2023-07-03,S001,P0010,129,129.52,131.24,130.47
2023-07-03,S003,P0015,226,222.54,224.07,223.38
2023-07-03,S001,P0019,125,125.34,124.81,125.05
2023-07-03,S004,P0004,133,135.06,136.25,135.71
2023-07-03,S002,P0007,123,123.33,123.76,123.57
2023-07-03,S001,P0018,168,167.29,167.16,167.22
2023-07-03,S004,P0018,79,75.67,76.86,76.32
2023-07-03,S003,P0001,72,71.46,71.76,71.63
2023-07-03,S003,P0020,104,104.79,105.52,105.19
2023-07-03,S005,P0007,171,169.96,167.67,168.7
2023-07-03,S003,P0012,75,74.75,74.66,74.7
2023-07-03,S005,P0005,195,194.63,191.81,193.08
2023-07-03,S001,P0006,50,50.01,47.55,48.66
2023-07-03,S005,P0016,56,55.94,56.19,56.08
2023-07-03,S004,P0011,140,140.29,140.89,140.62
2023-07-03,S002,P0002,125,124.86,122.35,123.48
2023-07-03,S003,P0016,65,59.29,59.65,59.49
2023-07-03,S001,P0001,91,90.96,90.95,90.95
2023-07-03,S005,P0014,94,93.98,95.09,94.59
2023-07-03,S003,P0003,51,50.57,50.57,50.57
2023-07-03,S005,P0004,108,108.25,113.94,111.38
2023-07-03,S003,P0013,54,53.95,54.69,54.36
2023-07-03,S002,P0016,58,58.06,58.59,58.35
2023-07-03,S003,P0002,160,158.99,161.2,160.21
2023-07-03,S003,P0005,121,120.64,121.47,121.1
2023-07-03,S004,P0007,155,154.71,156.42,155.65
2023-07-03,S002,P0012,124,120.82,126.22,123.79
2023-07-03,S003,P0011,122,122.21,124.24,123.33
2023-07-03,S003,P0010,256,254.12,261.97,258.44
2023-07-03,S003,P0017,91,91.13,91.97,91.59
2023-07-03,S001,P0005,148,141.44,145.56,143.71
2023-07-03,S004,P0017,146,145.57,144.76,145.12
2023-07-03,S005,P0013,118,110.57,115.84,113.47
2023-07-03,S005,P0001,102,102.14,101.93,102.02
2023-07-03,S005,P0018,42,41.88,42.13,42.02
2023-07-03,S005,P0009,210,207.73,208.01,207.88
2023-07-03,S002,P0014,29,28.88,28.93,28.91
2023-07-03,S001,P0014,137,144.79,144.32,144.53
2023-07-03,S002,P0019,133,128.54,130.29,129.5
2023-07-03,S002,P0015,118,115.92,116.08,116.01
2023-07-03,S004,P0014,94,94.07,92.32,93.11
2023-07-03,S002,P0003,151,151.2,148.75,149.85
2023-07-03,S005,P0017,88,88.07,88.51,88.31
2023-07-03,S004,P0002,142,142.23,140.31,141.17
2023-07-03,S003,P0004,97,96.73,97.34,97.07
2023-07-03,S004,P0009,126,128.46,127.87,128.14
2023-07-03,S002,P0020,88,80.23,81.75,81.07
2023-07-03,S004,P0001,197,198.21,196.15,197.08
2023-07-04,S002,P0007,93,96.56,97.03,96.82
2023-07-04,S005,P0012,83,77.8,78.8,78.35
2023-07-04,S001,P0020,36,35.84,34.81,35.27
2023-07-04,S002,P0013,211,221.56,212.48,216.57
2023-07-04,S001,P0017,71,71.11,70.95,71.02
2023-07-04,S003,P0013,151,151.3,149.46,150.29
2023-07-04,S003,P0018,90,90.12,89.58,89.82
2023-07-04,S002,P0008,214,222.52,220.45,221.38
2023-07-04,S002,P0006,66,71.9,66.09,68.7
2023-07-04,S005,P0009,128,129.5,127.55,128.43
2023-07-04,S002,P0009,237,233.27,228.26,230.51
2023-07-04,S001,P0009,88,88.21,87.1,87.6
2023-07-04,S005,P0013,183,183.71,184.8,184.31
2023-07-04,S004,P0004,117,116.67,117.09,116.9
2023-07-04,S001,P0003,84,83.93,83.95,83.94
2023-07-04,S005,P0006,99,98.69,99.76,99.28
2023-07-04,S003,P0017,66,66.02,66.57,66.32
2023-07-04,S002,P0001,170,170.06,166.56,168.14
2023-07-04,S003,P0015,287,285.23,262.58,272.77
2023-07-04,S001,P0011,109,109.24,110.79,110.09
2023-07-04,S002,P0012,111,110.53,111.08,110.83
2023-07-04,S002,P0011,197,195.43,196.95,196.27
2023-07-04,S001,P0012,132,131.87,129.61,130.63
2023-07-04,S005,P0008,198,238.9,216.24,226.44
2023-07-04,S003,P0020,86,85.79,86.43,86.14
2023-07-04,S002,P0004,91,89.65,90.73,90.24
2023-07-04,S002,P0010,217,222.44,222.15,222.28
2023-07-04,S004,P0003,60,60.05,60.02,60.03
2023-07-04,S004,P0001,77,81.57,80.54,81.0
2023-07-04,S003,P0019,139,139.7,138.65,139.12
2023-07-04,S003,P0012,77,76.89,76.79,76.84
2023-07-04,S002,P0003,227,223.25,223.52,223.4
2023-07-04,S002,P0005,104,103.76,103.06,103.37
2023-07-04,S001,P0019,73,73.01,73.26,73.15
2023-07-04,S001,P0018,191,190.39,193.71,192.22
2023-07-04,S004,P0002,233,228.61,231.04,229.95
2023-07-04,S003,P0014,110,104.36,105.02,104.72
2023-07-04,S001,P0010,149,149.88,148.67,149.21
2023-07-04,S005,P0016,55,55.9,57.93,57.02
2023-07-04,S002,P0002,180,179.57,178.92,179.21
2023-07-04,S005,P0015,233,234.37,228.27,231.02
2023-07-04,S005,P0010,170,168.1,165.52,166.68
2023-07-04,S001,P0002,149,149.3,146.85,147.95
2023-07-04,S003,P0016,117,116.95,118.72,117.92
2023-07-04,S005,P0011,154,154.38,153.51,153.9
2023-07-04,S005,P0017,111,113.14,112.46,112.77
2023-07-04,S001,P0001,88,89.59,88.85,89.18
2023-07-04,S005,P0014,107,107.13,107.47,107.32
2023-07-04,S005,P0007,84,84.06,83.34,83.66
2023-07-04,S005,P0005,186,184.8,185.95,185.43
2023-07-04,S001,P0007,181,179.7,182.18,181.06
2023-07-04,S005,P0001,250,247.87,263.04,256.21
2023-07-04,S004,P0015,87,87.02,87.4,87.23
2023-07-04,S005,P0003,75,74.99,74.76,74.86
2023-07-04,S003,P0001,120,120.03,121.57,120.88
2023-07-04,S002,P0020,92,100.7,99.41,99.99
2023-07-04,S002,P0018,128,128.13,126.02,126.97
2023-07-04,S001,P0006,84,78.59,80.98,79.9
2023-07-04,S004,P0017,76,76.03,75.49,75.73
2023-07-04,S002,P0015,181,178.57,180.4,179.58
2023-07-04,S003,P0010,161,161.05,156.97,158.81
2023-07-04,S002,P0016,65,64.91,64.66,64.77
2023-07-04,S001,P0013,148,148.0,147.03,147.47
2023-07-04,S004,P0019,80,79.75,79.76,79.76
2023-07-04,S004,P0013,142,139.86,142.58,141.36
2023-07-04,S004,P0011,99,99.11,99.31,99.22
2023-07-04,S004,P0012,128,128.22,127.59,127.87
2023-07-04,S004,P0014,70,74.2,72.21,73.11
2023-07-04,S001,P0008,143,142.65,139.92,141.15
2023-07-04,S004,P0008,129,128.8,128.82,128.81
2023-07-04,S003,P0004,118,118.06,119.92,119.08
2023-07-04,S003,P0009,129,128.61,128.73,128.68
2023-07-04,S003,P0007,221,220.28,224.52,222.61
2023-07-04,S002,P0017,111,110.96,110.52,110.72
2023-07-04,S005,P0004,87,87.02,86.47,86.72
2023-07-04,S003,P0011,152,153.69,152.44,153.0
2023-07-04,S003,P0003,184,182.61,185.63,184.27
2023-07-04,S003,P0008,92,92.15,91.82,91.97
2023-07-04,S001,P0014,161,161.26,158.8,159.91
2023-07-04,S004,P0006,201,219.04,202.08,209.71
2023-07-04,S001,P0016,87,87.01,83.96,85.33
2023-07-04,S004,P0018,103,102.77,102.32,102.52
2023-07-04,S001,P0005,119,119.11,118.52,118.79
2023-07-04,S002,P0019,105,106.72,107.43,107.11
2023-07-04,S002,P0014,134,133.75,135.08,134.48
2023-07-04,S005,P0019,77,77.24,81.8,79.75
2023-07-04,S005,P0020,133,133.35,134.18,133.81
2023-07-04,S003,P0005,84,84.28,85.71,85.07
2023-07-04,S004,P0009,88,93.95,88.86,91.15
2023-07-04,S004,P0010,165,158.28,160.26,159.37
2023-07-04,S003,P0002,232,230.21,231.15,230.73
2023-07-04,S004,P0020,87,86.89,88.28,87.65
2023-07-04,S001,P0004,111,111.28,113.8,112.67
2023-07-04,S001,P0015,136,139.78,140.6,140.23
2023-07-04,S004,P0016,41,41.24,42.07,41.7
2023-07-04,S003,P0006,63,63.06,62.82,62.93
2023-07-04,S004,P0007,155,154.72,157.24,156.11
2023-07-04,S005,P0018,95,100.39,96.3,98.14
2023-07-04,S004,P0005,157,157.33,157.45,157.4
2023-07-04,S005,P0002,111,110.97,113.49,112.36
2023-07-05,S001,P0008,103,105.83,106.47,106.18
2023-07-05,S002,P0005,129,128.93,129.69,129.35
2023-07-05,S004,P0016,12,11.99,10.87,11.37
2023-07-05,S005,P0005,61,61.03,62.0,61.56
2023-07-05,S001,P0005,119,118.91,119.17,119.05
2023-07-05,S003,P0018,48,48.21,48.11,48.16
2023-07-05,S005,P0013,194,179.7,182.4,181.18
2023-07-05,S005,P0015,124,130.96,130.17,130.53
2023-07-05,S001,P0007,170,170.44,168.8,169.54
2023-07-05,S001,P0001,163,162.62,162.11,162.34
2023-07-05,S001,P0014,108,103.38,104.93,104.23
2023-07-05,S004,P0003,121,120.78,119.49,120.07
2023-07-05,S001,P0017,140,139.39,139.89,139.66
2023-07-05,S003,P0003,105,103.6,102.66,103.08
2023-07-05,S001,P0004,116,115.88,115.15,115.48
2023-07-05,S001,P0015,70,66.31,67.92,67.2
2023-07-05,S004,P0005,79,79.08,79.45,79.28
2023-07-05,S003,P0009,99,104.72,101.19,102.78
2023-07-05,S005,P0011,137,136.06,135.94,135.99
2023-07-05,S004,P0008,66,65.95,66.72,66.37
2023-07-05,S002,P0001,176,179.23,175.61,177.24
2023-07-05,S005,P0009,202,202.73,200.42,201.46
2023-07-05,S002,P0003,176,176.24,174.19,175.11
2023-07-05,S004,P0012,109,120.1,112.43,115.88
2023-07-05,S002,P0009,212,226.47,219.92,222.87
2023-07-05,S003,P0020,89,88.71,88.67,88.69
2023-07-05,S003,P0011,126,126.47,124.8,125.55
2023-07-05,S004,P0007,69,68.23,67.31,67.72
2023-07-05,S005,P0003,101,101.22,104.03,102.77
2023-07-05,S003,P0001,136,137.44,137.72,137.59
2023-07-05,S001,P0009,112,104.4,106.46,105.53
2023-07-05,S001,P0018,241,253.6,246.94,249.94
2023-07-05,S005,P0017,43,42.76,44.06,43.48
2023-07-05,S003,P0015,221,232.0,229.57,230.66
2023-07-05,S002,P0020,84,91.87,89.08,90.34
2023-07-05,S003,P0013,131,121.01,123.2,122.21
2023-07-05,S003,P0019,169,169.52,168.57,169.0
2023-07-05,S005,P0001,214,228.34,216.15,221.64
2023-07-05,S005,P0007,165,165.15,165.23,165.19
2023-07-05,S004,P0004,130,130.15,130.51,130.35
2023-07-05,S004,P0017,116,111.96,112.3,112.15
2023-07-05,S004,P0010,85,93.11,94.0,93.6
2023-07-05,S002,P0006,147,146.91,145.85,146.33
2023-07-05,S005,P0012,76,76.19,76.24,76.22
2023-07-05,S002,P0016,60,57.18,60.04,58.75
2023-07-05,S004,P0009,65,65.24,64.0,64.56
2023-07-05,S004,P0013,100,106.29,106.65,106.49
2023-07-05,S002,P0013,136,135.72,136.35,136.07
2023-07-05,S004,P0020,65,70.63,68.1,69.24
2023-07-05,S004,P0011,121,120.68,122.34,121.59
2023-07-05,S001,P0011,89,88.97,90.57,89.85
2023-07-05,S002,P0014,116,116.1,115.52,115.78
2023-07-05,S004,P0014,27,27.56,27.99,27.8
2023-07-05,S002,P0017,142,144.12,141.52,142.69
2023-07-05,S005,P0008,229,232.23,221.19,226.16
2023-07-05,S004,P0015,71,71.12,71.43,71.29
2023-07-05,S003,P0005,107,106.9,104.37,105.51
2023-07-05,S005,P0019,59,59.0,60.75,59.96
2023-07-05,S003,P0002,165,165.36,168.25,166.95
2023-07-05,S002,P0008,203,199.65,211.33,206.07
2023-07-05,S003,P0014,165,165.22,161.3,163.06
2023-07-05,S005,P0016,49,48.44,47.8,48.09
2023-07-05,S002,P0018,81,82.5,84.3,83.49
2023-07-05,S005,P0004,146,154.19,151.57,152.75
2023-07-05,S003,P0006,84,86.24,85.33,85.74
2023-07-05,S002,P0011,244,243.14,245.55,244.47
2023-07-05,S001,P0002,191,190.79,191.72,191.3
2023-07-05,S003,P0017,86,85.47,86.39,85.98
2023-07-05,S002,P0007,88,88.2,91.2,89.85
2023-07-05,S002,P0012,83,82.82,82.42,82.6
2023-07-05,S004,P0019,88,87.72,88.05,87.9
2023-07-05,S001,P0013,86,82.61,85.98,84.46
2023-07-05,S001,P0003,119,119.11,117.73,118.35
2023-07-05,S001,P0012,140,143.87,142.67,143.21
2023-07-05,S002,P0010,166,165.98,168.02,167.1
2023-07-05,S003,P0010,224,232.16,222.6,226.9
2023-07-05,S003,P0012,88,88.12,88.07,88.09
2023-07-05,S004,P0001,76,74.83,75.85,75.39
2023-07-05,S005,P0010,45,47.53,46.02,46.7
2023-07-05,S002,P0015,115,123.05,119.83,121.28
2023-07-05,S001,P0016,66,66.18,70.74,68.69
2023-07-05,S005,P0002,112,112.05,111.68,111.85
2023-07-05,S001,P0006,150,149.9,147.85,148.77
2023-07-05,S002,P0004,62,67.59,68.38,68.02
2023-07-05,S003,P0004,161,160.91,160.9,160.9
2023-07-05,S005,P0014,88,94.25,92.25,93.15
2023-07-05,S005,P0006,187,190.23,189.57,189.87
2023-07-05,S003,P0007,194,194.11,195.76,195.02
2023-07-05,S001,P0019,90,90.05,89.88,89.96
2023-07-05,S004,P0018,106,105.95,105.95,105.95
2023-07-05,S003,P0016,78,77.87,77.17,77.49
2023-07-05,S002,P0002,110,110.33,109.24,109.73
2023-07-05,S004,P0002,95,95.13,95.28,95.21
2023-07-05,S002,P0019,49,49.28,49.95,49.65
2023-07-05,S001,P0020,72,72.03,72.73,72.42
2023-07-05,S003,P0008,191,193.33,191.26,192.19
2023-07-05,S005,P0020,73,73.01,73.84,73.47
2023-07-05,S004,P0006,122,130.86,126.94,128.7
2023-07-05,S005,P0018,114,112.84,116.97,115.11
2023-07-05,S001,P0010,102,102.94,101.86,102.35
2023-07-06,S003,P0013,143,142.98,146.73,145.04
2023-07-06,S005,P0018,112,111.73,110.18,110.88
2023-07-06,S003,P0005,162,161.89,161.76,161.82
2023-07-06,S003,P0019,123,131.51,126.45,128.73
2023-07-06,S002,P0002,58,53.24,55.01,54.21
2023-07-06,S001,P0002,47,47.28,46.51,46.86
2023-07-06,S005,P0003,40,39.92,38.76,39.28
2023-07-06,S004,P0007,148,147.95,150.23,149.2
2023-07-06,S003,P0020,137,136.88,135.29,136.01
2023-07-06,S005,P0019,71,71.18,71.64,71.43
2023-07-06,S004,P0009,139,138.82,138.66,138.73
2023-07-06,S005,P0002,109,108.71,107.73,108.17
2023-07-06,S004,P0005,101,105.56,102.59,103.93
2023-07-06,S005,P0006,153,152.7,153.4,153.08
2023-07-06,S003,P0016,69,69.01,68.94,68.97
2023-07-06,S001,P0004,171,170.91,171.0,170.96
2023-07-06,S005,P0020,111,110.87,109.3,110.01
2023-07-06,S001,P0017,80,80.03,78.27,79.06
2023-07-06,S004,P0003,63,66.12,65.44,65.75
2023-07-06,S002,P0005,106,105.85,105.5,105.66
2023-07-06,S005,P0010,131,131.08,132.71,131.98
2023-07-06,S004,P0020,51,51.3,51.26,51.28
2023-07-06,S004,P0016,27,25.1,27.4,26.36
2023-07-06,S003,P0014,119,123.06,122.35,122.67
2023-07-06,S001,P0011,108,107.48,106.96,107.19
2023-07-06,S003,P0017,49,52.75,51.94,52.3
2023-07-06,S004,P0010,193,196.35,191.43,193.64
2023-07-06,S002,P0013,60,56.34,55.91,56.1
2023-07-06,S003,P0002,143,153.79,151.13,152.33
2023-07-06,S003,P0012,74,74.16,74.35,74.26
2023-07-06,S002,P0006,57,57.03,56.42,56.69
2023-07-06,S003,P0006,83,83.0,81.84,82.36
2023-07-06,S002,P0020,71,73.37,72.03,72.63
2023-07-06,S002,P0004,184,183.74,185.41,184.66
2023-07-06,S004,P0014,18,18.0,20.29,19.26
2023-07-06,S002,P0003,181,181.44,181.74,181.61
2023-07-06,S002,P0008,189,216.38,219.33,218.0
2023-07-06,S005,P0005,156,156.29,158.3,157.4
2023-07-06,S004,P0001,129,129.58,127.91,128.66
2023-07-06,S005,P0013,109,109.35,109.66,109.52
2023-07-06,S001,P0008,111,111.41,111.3,111.35
2023-07-06,S004,P0018,58,58.04,57.25,57.61
2023-07-06,S001,P0005,151,150.71,152.77,151.84
2023-07-06,S005,P0009,228,223.34,223.52,223.44
2023-07-06,S004,P0006,104,103.95,99.67,101.6
2023-07-06,S003,P0008,131,136.83,138.72,137.87
2023-07-06,S001,P0001,59,59.08,58.9,58.98
2023-07-06,S005,P0011,110,108.42,108.58,108.51
2023-07-06,S005,P0008,76,76.19,75.61,75.87
2023-07-06,S004,P0002,118,118.28,117.83,118.03
2023-07-06,S002,P0019,81,81.1,81.34,81.23
2023-07-06,S003,P0004,276,278.92,269.33,273.65
2023-07-06,S004,P0008,109,108.72,106.11,107.28
2023-07-06,S001,P0006,41,41.05,42.31,41.74
2023-07-06,S002,P0001,128,137.39,133.43,135.21
2023-07-06,S005,P0016,68,68.17,70.67,69.54
2023-07-06,S004,P0015,115,120.75,120.16,120.43
2023-07-06,S002,P0009,285,274.09,269.27,271.44
2023-07-06,S002,P0011,132,132.1,129.18,130.49
2023-07-06,S003,P0001,62,61.95,62.44,62.22
2023-07-06,S001,P0009,205,204.79,206.65,205.81
2023-07-06,S001,P0018,104,103.53,103.49,103.51
2023-07-06,S005,P0017,12,12.45,11.53,11.94
2023-07-06,S001,P0020,97,101.69,102.23,101.99
2023-07-06,S003,P0015,214,216.23,219.03,217.77
2023-07-06,S005,P0014,32,31.97,32.22,32.11
2023-07-06,S002,P0018,114,113.84,113.58,113.7
2023-07-06,S005,P0007,165,169.51,165.59,167.35
2023-07-06,S002,P0007,118,121.5,120.89,121.16
2023-07-06,S001,P0003,109,109.07,109.54,109.33
2023-07-06,S004,P0004,163,157.04,157.4,157.24
2023-07-06,S002,P0015,68,71.17,65.86,68.25
2023-07-06,S004,P0017,106,106.11,105.93,106.01
2023-07-06,S002,P0016,62,61.8,60.76,61.23
2023-07-06,S003,P0010,91,91.04,89.6,90.25
2023-07-06,S001,P0013,108,107.48,107.28,107.37
2023-07-06,S004,P0013,99,99.13,100.0,99.61
2023-07-06,S004,P0011,116,115.81,117.84,116.93
2023-07-06,S004,P0019,92,92.1,92.85,92.51
2023-07-06,S002,P0012,85,89.7,87.43,88.45
2023-07-06,S004,P0012,149,150.01,146.61,148.14
2023-07-06,S005,P0004,298,293.29,295.01,294.24
2023-07-06,S003,P0018,56,55.95,56.78,56.41
2023-07-06,S002,P0017,143,139.44,137.69,138.48
2023-07-06,S001,P0010,85,85.05,84.38,84.68
2023-07-06,S001,P0016,85,85.0,87.95,86.62
2023-07-06,S003,P0009,117,117.13,115.32,116.13
2023-07-06,S003,P0003,136,135.49,137.58,136.64
2023-07-06,S001,P0014,206,205.94,204.46,205.13
2023-07-06,S002,P0014,78,73.72,73.47,73.58
2023-07-06,S001,P0007,219,215.32,218.4,217.01
2023-07-06,S003,P0011,107,107.08,107.72,107.43
2023-07-06,S001,P0019,90,89.91,89.49,89.68
2023-07-06,S005,P0015,255,252.18,253.09,252.68
2023-07-06,S002,P0010,167,168.09,166.58,167.26
2023-07-06,S001,P0012,119,118.85,126.51,123.06
2023-07-06,S005,P0012,78,77.97,77.35,77.63
2023-07-06,S003,P0007,130,130.34,131.29,130.86
2023-07-06,S001,P0015,55,54.94,54.91,54.92
2023-07-06,S005,P0001,100,107.76,106.87,107.27
2023-07-07,S005,P0011,80,80.2,79.52,79.83
2023-07-07,S004,P0019,105,106.2,105.33,105.72
2023-07-07,S001,P0013,134,133.61,133.29,133.43
2023-07-07,S001,P0001,92,91.91,93.41,92.74
2023-07-07,S005,P0002,64,63.96,62.78,63.31
2023-07-07,S003,P0010,144,153.34,146.35,149.5
2023-07-07,S005,P0009,103,102.76,104.39,103.66
2023-07-07,S001,P0007,230,227.46,224.73,225.96
2023-07-07,S001,P0014,328,306.79,330.19,319.66
2023-07-07,S004,P0016,46,46.13,45.91,46.01
2023-07-07,S002,P0015,85,85.4,88.67,87.2
2023-07-07,S001,P0011,53,52.79,55.15,54.09
2023-07-07,S005,P0003,57,57.09,56.42,56.72
2023-07-07,S001,P0004,80,79.94,80.46,80.23
2023-07-07,S005,P0006,272,262.22,271.61,267.38
2023-07-07,S001,P0003,113,103.5,108.66,106.34
2023-07-07,S005,P0015,72,66.64,67.44,67.08
2023-07-07,S004,P0020,69,69.08,67.4,68.16
2023-07-07,S003,P0016,29,29.13,27.54,28.26
2023-07-07,S003,P0011,120,119.66,120.42,120.08
2023-07-07,S001,P0005,202,200.04,197.82,198.82
2023-07-07,S005,P0020,54,54.04,54.7,54.4
2023-07-07,S004,P0015,79,79.15,78.68,78.89
2023-07-07,S002,P0007,93,92.76,93.24,93.02
2023-07-07,S003,P0001,87,92.25,90.78,91.44
2023-07-07,S002,P0018,72,71.49,74.02,72.88
2023-07-07,S004,P0010,157,151.91,149.55,150.61
2023-07-07,S005,P0001,183,169.28,168.39,168.79
2023-07-07,S002,P0020,69,64.71,66.25,65.56
2023-07-07,S002,P0012,70,69.85,70.04,69.95
2023-07-07,S004,P0002,180,180.85,190.55,186.19
2023-07-07,S005,P0004,144,143.66,142.52,143.03
2023-07-07,S001,P0010,96,96.36,95.43,95.85
2023-07-07,S002,P0019,103,102.9,105.05,104.08
2023-07-07,S003,P0008,122,121.47,123.87,122.79
2023-07-07,S003,P0019,90,87.48,88.26,87.91
2023-07-07,S003,P0004,138,125.85,127.89,126.97
2023-07-07,S003,P0007,201,202.55,201.81,202.14
2023-07-07,S004,P0006,115,116.63,117.46,117.09
2023-07-07,S001,P0016,85,93.55,92.83,93.15
2023-07-07,S003,P0015,194,192.88,195.64,194.4
2023-07-07,S004,P0018,77,76.59,78.89,77.85
2023-07-07,S004,P0007,99,99.07,100.58,99.9
2023-07-07,S004,P0001,115,123.06,118.11,120.34
2023-07-07,S001,P0006,140,139.73,141.16,140.52
2023-07-07,S002,P0006,184,183.06,181.16,182.02
2023-07-07,S005,P0019,84,84.19,83.6,83.87
2023-07-07,S004,P0009,106,106.55,104.48,105.41
2023-07-07,S002,P0001,78,78.09,76.7,77.33
2023-07-07,S002,P0008,185,188.25,190.44,189.45
2023-07-07,S005,P0016,20,19.81,20.63,20.26
2023-07-07,S002,P0013,123,122.71,123.77,123.29
2023-07-07,S003,P0020,92,92.07,91.76,91.9
2023-07-07,S002,P0011,80,79.92,78.75,79.28
2023-07-07,S002,P0014,92,91.97,92.32,92.16
2023-07-07,S003,P0009,131,130.92,132.4,131.73
2023-07-07,S004,P0008,81,81.11,81.19,81.15
2023-07-07,S003,P0013,117,116.73,117.54,117.18
2023-07-07,S005,P0013,128,131.14,133.23,132.29
2023-07-07,S003,P0003,88,88.21,87.04,87.57
2023-07-07,S003,P0012,118,117.87,116.41,117.07
2023-07-07,S002,P0010,166,167.31,166.01,166.59
2023-07-07,S004,P0014,123,122.96,125.33,124.26
2023-07-07,S002,P0017,93,93.1,94.45,93.84
2023-07-07,S003,P0005,178,172.87,175.31,174.21
2023-07-07,S005,P0007,139,138.57,137.48,137.97
2023-07-07,S005,P0014,59,61.57,62.41,62.03
2023-07-07,S002,P0009,76,75.7,77.8,76.86
2023-07-07,S001,P0017,49,48.78,49.35,49.09
2023-07-07,S003,P0002,36,36.24,35.17,35.65
2023-07-07,S001,P0012,101,101.28,99.92,100.53
2023-07-07,S005,P0017,111,110.54,111.74,111.2
2023-07-07,S004,P0003,87,84.04,84.92,84.52
2023-07-07,S003,P0017,84,89.21,88.0,88.54
2023-07-07,S004,P0011,85,92.02,90.94,91.43
2023-07-07,S003,P0006,126,126.16,127.24,126.75
2023-07-07,S004,P0013,151,154.52,153.71,154.07
2023-07-07,S005,P0012,76,73.53,75.25,74.48
2023-07-07,S005,P0008,139,138.46,136.27,137.26
2023-07-07,S003,P0014,160,159.95,163.07,161.67
2023-07-07,S004,P0017,96,96.35,94.32,95.23
2023-07-07,S002,P0016,73,73.12,74.77,74.03
2023-07-07,S004,P0004,103,102.77,102.95,102.87
2023-07-07,S005,P0010,197,178.86,191.41,185.76
2023-07-07,S004,P0005,135,134.57,136.14,135.43
2023-07-07,S004,P0012,100,94.78,96.03,95.47
2023-07-07,S001,P0018,87,86.99,85.98,86.43
2023-07-07,S001,P0008,100,100.12,101.1,100.66
2023-07-07,S001,P0015,101,101.05,98.85,99.84
2023-07-07,S001,P0020,55,55.21,53.61,54.33
2023-07-07,S001,P0019,34,33.29,34.22,33.8
