,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Epidemic,Demand,time_idx,is_weekend,month_sin,month_cos,dow_sin,dow_cos,store_freq,product_freq,store_product_freq,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter
7390,129,72,0,85.66,0,0,78.43,0,99,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7391,415,67,0,108.58,15,1,102.15,0,57,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7392,102,58,0,74.71,0,0,71.43,0,84,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7393,160,96,0,166.21,10,1,192.85,0,107,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7394,512,180,0,57.8,15,1,65.98,0,206,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7395,538,75,0,27.59,15,1,29.49,0,73,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7396,175,46,0,31.72,5,0,31.57,0,48,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7397,106,106,149,19.84,25,1,17.53,0,141,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2660,532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7398,301,66,0,142.31,5,0,163.31,0,95,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2659,531,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7399,114,100,120,32.13,10,1,31.59,0,124,73,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10638,2659,531,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7400,250,103,203,69.72,5,0,61.26,0,86,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7401,121,57,0,56.24,5,0,49.28,0,54,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7402,943,131,0,52.58,10,0,57.97,0,114,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7403,173,111,188,105.31,10,1,94.6,0,104,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7404,690,92,0,54.77,15,1,66.17,0,124,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7405,676,83,0,41.12,10,0,46.22,0,129,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7406,428,110,0,27.98,5,0,29.84,0,154,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7407,154,76,0,40.31,15,1,43.86,0,112,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7408,117,105,107,83.7,10,0,94.39,0,108,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7409,397,89,0,132.09,5,0,126.25,0,83,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7410,184,88,196,153.06,20,1,149.04,0,108,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7411,146,128,0,84.25,10,0,95.32,0,138,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7412,176,118,209,38.02,10,0,41.82,0,176,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7413,397,82,437,69.93,15,1,77.72,0,137,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7414,145,145,200,16.17,25,1,14.69,0,177,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7415,454,129,503,38.53,25,1,36.04,0,176,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7416,124,124,136,21.02,25,1,19.75,0,146,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7417,189,75,115,62.52,5,0,75.41,0,123,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7418,65,65,86,90.35,25,1,104.38,0,93,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7419,62,52,0,104.33,5,0,120.98,0,53,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7420,508,104,0,84.83,10,0,73.81,0,130,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7421,300,98,0,35.9,10,0,33.02,0,138,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
7422,287,129,0,108.12,5,0,92.23,0,199,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7423,260,237,799,63.48,10,1,62.2,0,276,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7424,553,56,0,77.0,10,1,67.69,0,59,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7425,145,145,132,79.06,0,0,86.13,0,157,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7426,482,64,0,27.69,5,0,32.23,0,102,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
7427,152,152,192,30.55,15,1,36.84,0,217,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7428,374,121,0,62.79,10,0,74.93,0,134,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7429,153,153,188,112.14,0,0,96.69,0,158,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7430,195,142,0,104.5,20,1,102.14,0,190,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7431,346,80,0,60.28,10,0,72.4,0,87,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7432,602,102,0,26.69,0,0,30.51,0,159,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7433,98,82,0,120.65,15,1,105.83,0,119,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7434,685,121,0,77.12,10,1,75.98,0,151,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7435,216,134,210,83.96,15,1,81.73,0,113,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7436,251,197,0,21.53,20,1,26.02,0,180,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
7437,101,73,86,26.57,0,0,29.49,0,82,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7438,624,103,0,81.14,20,1,69.04,0,126,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7439,493,111,0,133.5,10,0,155.11,0,115,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7440,298,51,0,15.79,0,0,18.39,0,77,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
7441,554,152,0,63.69,0,0,71.18,0,138,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7442,105,75,118,94.27,5,0,89.77,0,111,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7443,805,205,0,27.88,10,1,32.24,0,201,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7444,523,146,848,27.04,10,1,28.75,0,192,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
7445,181,82,0,39.2,0,0,43.48,0,95,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
7446,1512,87,0,16.33,5,0,17.89,0,115,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7447,132,132,0,133.93,10,1,121.63,0,162,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7448,189,120,182,65.39,5,0,73.51,0,179,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7449,88,88,154,39.4,10,0,47.66,0,134,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7450,111,79,0,113.81,15,1,137.32,0,120,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7451,240,64,188,105.69,0,0,112.51,0,94,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7452,890,112,0,79.8,10,0,92.43,0,164,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7453,418,145,0,93.11,25,1,80.16,0,171,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7454,758,175,0,98.53,20,1,104.51,0,175,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7455,162,152,296,98.72,25,1,89.77,0,169,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7456,429,77,0,116.82,10,1,129.76,0,93,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7457,497,48,0,129.37,5,0,144.75,0,78,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7458,224,42,0,40.52,15,1,36.33,0,44,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7459,511,57,0,68.67,0,0,64.54,0,59,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7460,740,62,0,8.95,5,0,10.59,0,52,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7461,199,57,0,20.09,0,0,21.75,0,95,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7462,299,77,0,129.89,10,0,137.86,0,84,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7463,474,145,481,49.37,25,1,44.46,0,148,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7464,126,104,136,64.32,25,1,57.28,0,130,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7465,311,132,290,43.03,0,0,37.86,0,134,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7466,680,96,0,26.07,10,0,23.31,0,85,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7467,94,93,76,78.08,25,1,88.15,0,90,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7468,280,116,516,128.38,10,0,113.37,0,147,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7469,480,119,551,28.16,10,0,25.46,0,142,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7470,335,180,0,57.81,20,1,66.35,0,159,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7471,168,117,0,118.34,5,0,115.7,0,103,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7472,427,97,0,21.12,0,0,25.15,0,106,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7473,197,74,226,164.25,15,1,150.04,0,101,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7474,335,70,0,76.08,20,1,87.51,0,69,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7475,465,39,0,106.88,10,1,95.74,0,62,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7476,143,68,101,78.55,20,1,84.87,0,98,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7477,118,35,52,141.92,5,0,153.07,0,53,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7478,130,107,102,54.56,20,1,49.67,0,119,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7479,175,45,0,110.15,10,0,133.19,0,56,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
7480,144,102,0,11.26,10,0,10.9,0,95,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7481,560,38,0,32.42,10,0,28.25,0,42,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7482,224,108,0,31.48,10,0,29.75,0,124,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7483,203,144,188,9.39,15,1,9.23,0,208,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7484,158,81,153,12.6,15,1,14.94,0,70,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7485,1166,108,0,59.72,10,0,54.87,0,116,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7486,424,82,0,75.52,10,0,90.63,0,104,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7487,153,43,0,43.2,25,1,38.41,0,59,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7488,464,98,0,93.08,5,0,85.83,0,89,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7489,206,143,0,70.87,0,0,63.94,0,136,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7490,821,115,0,62.5,25,1,74.09,0,106,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7491,348,30,0,110.13,5,0,118.41,0,46,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7492,320,87,399,78.89,5,0,84.55,0,133,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7493,64,64,0,128.31,25,1,135.82,0,84,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7494,332,87,0,38.05,25,1,33.55,0,86,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7495,463,68,0,28.2,15,1,32.52,0,79,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7496,129,63,57,28.43,20,1,27.29,0,64,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7497,149,90,136,25.35,0,0,27.57,0,144,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2660,532,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7498,235,87,0,129.03,10,1,136.04,0,82,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2659,531,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7499,134,72,97,29.22,10,0,27.23,0,94,74,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10638,2659,531,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7500,147,92,0,69.39,10,0,62.27,0,101,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7501,64,64,88,55.18,10,0,63.07,0,77,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7502,812,123,0,54.6,10,0,50.78,0,109,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7503,62,62,227,111.27,5,0,102.95,0,104,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7504,598,100,0,59.34,0,0,69.55,0,98,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7505,593,84,0,33.35,20,1,38.25,0,99,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
7506,740,135,731,31.79,0,0,28.77,0,163,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7507,78,78,120,36.5,25,1,40.92,0,120,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7508,119,89,88,72.96,20,1,65.49,0,87,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7509,308,82,326,140.7,5,0,124.88,0,102,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7510,96,69,0,154.76,10,0,151.24,0,76,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7511,320,91,283,96.4,0,0,112.85,0,148,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7512,267,22,0,23.51,10,0,26.36,0,31,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
7513,315,121,0,76.46,15,1,71.17,0,150,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7514,200,138,227,17.28,20,1,19.96,0,198,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
7515,325,140,0,44.43,0,0,47.9,0,142,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7516,136,136,240,26.73,15,1,29.29,0,209,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
7517,229,199,183,77.76,15,1,66.56,0,228,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7518,86,37,50,93.86,5,0,101.1,0,40,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2659,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7519,546,85,0,106.8,10,1,121.46,0,73,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2659,532,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7520,404,109,0,80.29,10,0,71.48,0,112,75,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
